strain	date	country	date_submitted	recency	lineage	region	host	clade_membership	author	accession	dinuc_context_fraction	GA_CT_fraction
MPXV/Germany/2022/RKI433	2022-09-01	Germany	2022-10-06	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP594197	1.00	1.00
MpxV/human/CAN/UN-NML-3658/2022	2022-06-10	Canada	2022-07-19	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	OP013013		
MpxV/human/CAN/UN-NML-3486/2022	2022-06-08	Canada	2022-06-30	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON880518	1.00	1.00
MPX/Human/USA/CA-LACPHL-MA00187/2022	2022-09-27	USA	2022-10-12	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP615260		
MPXV/Germany/2022/RKI345	2022-09-01	Germany	2022-09-21	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP484666	1.00	1.00
MpxV/human/CAN/UN-NML-3086/2022	2022-05-25	Canada	2022-06-30	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880525		
Monkeypox/PT0342/2022	2022-05-26	Portugal	2022-09-12	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414371	1.00	1.00
MPXV_UK_2022_9000175	2022-06-24	United Kingdom	2022-08-11	Older	B.1	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205125	1.00	1.00
Monkeypox/PT0158/2022	2022-07-07	Portugal	2022-08-29	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP324475	1.00	1.00
Monkeypox/PT0324/2022	2022-06-03	Portugal	2022-09-12	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414356	1.00	1.00
Monkeypox/PT0256/2022	2022-06-19	Portugal	2022-09-12	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414297		
MPXV_USA_2022_PA001	2022-05-01	USA	2022-08-04	Older	B.1	North America	Homo sapiens	IIb	Gigante,C., Goldoft,M., Seabolt,M., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Holshue,M., Li,Y.	OP150926		
MpxV/human/USA/WA-UW-091343/2022	2022-09-01	USA	2022-10-31	Older	B.1	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP743963		1.00
Slovenia-MPXV-16-2022	2022-07-01	Slovenia	2022-10-11	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605558		
MPXV/Germany/2022/RKI593	2022-10-01	Germany	2022-11-16	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP837355		
Monkeypox/PT0232/2022	2022-06-21	Portugal	2022-08-29	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP324540		
MPXV_GSTT_Patient1	2022-05-11	United Kingdom	2022-06-01	Older	B.1	Europe	Homo sapiens	IIb	Alcolea-Medina,A., Charalampous,T., Snell,L.B., Batra,R., Edgeworth,J.D.	ON645312		
MPXV_USA_2022_IL0045	2022-06-01	USA	2022-09-16	Older	B.1	North America	Homo sapiens	IIb	Gigante,C.M., Ghinai,I., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y.	OP450994		
MPXV_UK_2022_9000189	2022-07-06	United Kingdom	2022-08-11	Older	B.1	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205134		
Monkeypox/PT0555/2022	2022-08-29	Portugal	2022-09-30	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555626	0.83	1.00
NJ-MPXV-008-rpt1	2022-08-12	USA	2022-11-22	Older	B.1	North America	Homo sapiens	IIb	Palmateer,N.C.	OP879729	1.00	1.00
Monkeypox/PT0583/2022	2022-08-02	Portugal	2022-09-30	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555653		1.00
MPX/PT0120/2022	2022-07-13	Portugal	2022-08-17	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP245353	1.00	1.00
MPXV_USA_2022_CA0031	2022-06-01	USA	2022-10-10	Older	B.1	North America	Homo sapiens	IIb	Gigante,C.M., Ventura,J., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Nash,J., Li,Y.	OP603018	1.00	1.00
MPXV_UK_2022_9000157	2022-07-07	United Kingdom	2022-08-11	Older	B.1	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205115	1.00	1.00
Slovenia-MPXV-31-2022	2022-07-01	Slovenia	2022-10-11	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605573		
Monkeypox/PT0048/2022	2022-05-13	Portugal	2022-06-24	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	ON843163	1.00	1.00
MpxV/human/CAN/UN-NML-2856/2022	2022-05-19	Canada	2022-06-21	Older	B.1	North America	Homo sapiens	IIb	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	ON803426		
Monkeypox/PT0569/2022	2022-08-31	Portugal	2022-09-30	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555640	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00350/2022	2022-10-11	USA	2022-11-30	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.	OP920688	1.00	0.80
MPXV_USA_2022_NY0023	2022-06-01	USA	2022-08-26	Older	B.1	North America	Homo sapiens	IIb	Gigante,C.M., Hughes,S., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.	OP303794	1.00	1.00
MpxV/human/CAN/UN-NML-3530/2022	2022-06-03	Canada	2022-07-14	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	ON983161		
MpxV/human/CAN/UN-NML-3165/2022	2022-05-29	Canada	2022-06-30	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880531		
MpxV/human/CAN/UN-NML-2857/2022	2022-05-19	Canada	2022-06-30	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880520	1.00	1.00
MpxV/human/USA/WA-UW-088081/2022	2022-08-01	USA	2022-08-19	Older	B.1	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP257253		
INMI-Pt1	2022-05-18	Italy	2022-05-26	Older	B.1	Europe	Homo sapiens	IIb	Gruber,C.E.M., Rueca,M., Gramigna,G., Carletti,F., Butera,O., Fabeni,L., Specchiarello,E., Meschi,S., Colavita,F., Minosse,C., Francalancia,M., Lapa,D., Garbuglia,A.R., Giombini,E.	ON614676		
PrEV_case_4	2022-10-09	Belgium	2022-10-27	Older	B.1	Europe	Homo sapiens	IIb	Berens-Riha,N., De Block,T., Rutgers,J., Van Gestel,L., Hens,M., Kenyon,C., Soentjens,P., Van Griensven,J., Brosius,I., Arien,K., Van Esbroeck,M., Rezende,A.M., Vercauteren,K.	OP727823	1.00	1.00
Monkeypox virus/Human/USA/CA-LACPHL-MA00231/2022	2022-10-04	USA	2022-10-19	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP680509	1.00	1.00
Monkeypox/PT0007/2022	2022-05-15	Portugal	2022-05-24	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Ferreira,R., Sobral,D., Nunes,A., Santos,J.D., Mixao,V., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Pelerito,A., Cordeiro,R., Gomes,J.P.	ON585034		
Monkeypox/PT0254/2022	2022-06-19	Portugal	2022-09-12	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414295	1.00	1.00
MPX/Human/USA/CA-LACPHL-MA00250/2022	2022-07-21	USA	2022-10-27	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP722509	1.00	1.00
MPXV/Human/USA/CA-CDPH-MPX000027/2022	2022-06-30	USA	2022-10-05	Older	B.1	North America	Homo sapiens	IIb	Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.	OP587255		
MPX/PT0126/2022	2022-07-14	Portugal	2022-08-17	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP245359		
Monkeypox/PT0297/2022	2022-06-08	Portugal	2022-09-12	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414331	1.00	1.00
MPX/PT0123/2022	2022-07-13	Portugal	2022-08-17	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP245356	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00287/2022	2022-10-04	USA	2022-11-24	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890545	0.67	1.00
Monkeypox/PT0340/2022	2022-05-26	Portugal	2022-09-12	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414369		
MPXV/Germany/2022/RKI516	2022-06-01	Germany	2022-10-20	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP689669	1.00	1.00
MPxV/VIDRL01/2022	2022-05-01	Australia	2022-05-31	Older	B.1	Oceania	Homo sapiens	IIb	Hammerschlag,Y., MacLeod,G., Papadakis,G., Adnan Sanchez,A., Druce,J., Savic,I., Taiaroa,G., Roberts,J., Caly,L., Williamson,D.A., Cheng,A.C., McMahon,J.H.	ON631963	1.00	1.00
Monkeypox/PT0006/2022	2022-05-15	Portugal	2022-05-24	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Ferreira,R., Sobral,D., Nunes,A., Santos,J.D., Mixao,V., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Pelerito,A., Cordeiro,R., Gomes,J.P.	ON585033	1.00	1.00
hMpxV/Netherlands/NH-AUMC-0001/2022	2022-06-01	Netherlands	2022-08-05	Older	B.1	Europe	Homo sapiens	IIb	Tutu van Furth AM, van der Kuip M, van Els AL, Fievez LC, van Rijckevorsel GG, van den Ouden A, Jonges M, Welkers MR, Welkers,M., Jonges,M.	OP160532		
MPXV_USA_2022_CO0002	2022-05-01	USA	2022-08-10	Older	B.1	North America	Homo sapiens	IIb	Gigante,C.M., Steidley,B., Seabolt,M.H., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Davizon,E.S., Li,Y.	OP185715	1.00	1.00
hMPXV-IHU00006	2022-07-04	France	2022-09-07	Older	B.1	Europe	Homo sapiens	IIb	Colson,P.	OP382483		
Monkeypox/PT0032/2022	2022-05-26	Portugal	2022-06-24	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	ON843168	1.00	1.00
hMPX/USA/CA-LACPHL-MA00170/2022	2022-09-20	USA	2022-10-04	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP580603	1.00	1.00
Monkeypox/PT0333/2022	2022-05-27	Portugal	2022-09-12	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414364		
Monkeypox/PT0309/2022	2022-06-06	Portugal	2022-09-12	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414343		
Slovenia-MPXV-41-2022	2022-08-01	Slovenia	2022-10-11	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605582	1.00	1.00
MpxV/human/USA/WA-UW-082029/2022	2022-08-01	USA	2022-08-26	Older	B.1	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP310051		1.00
MPXV/Germany/2022/RKI231	2022-08-01	Germany	2022-08-17	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	OP215222		1.00
MP01CHUAC	2022-05-01	Spain	2023-01-18	One week ago	B.1	Europe	Homo sapiens	IIb	Aja-Macaya,P., Rumbo-Feal,S., Poza,M., Canizares,A., Vallejo,J.A., Bou,G.	OP120937	1.00	1.00
MPXV_UK_2022_1	2022-05-01	United Kingdom	2022-05-27	Older	B.1	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	ON619835		
MPXV_UK_2022_9000173	2022-05-26	United Kingdom	2022-08-11	Older	B.1	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205124	1.00	1.00
MPXV/Germany/2022/RKI123	2022-07-07	Germany	2022-07-06	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON929078	0.75	1.00
Monkeypox/PT0343/2022	2022-05-26	Portugal	2022-09-12	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414372		
Slovenia-MPXV-24-2022	2022-07-01	Slovenia	2022-10-11	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605566	1.00	0.50
MPXV/Germany/2022/RKI401	2022-09-30	Germany	2022-09-26	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP524002	0.75	0.57
MPXV/Germany/2022/RKI390	2022-09-01	Germany	2022-09-26	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP523992	1.00	1.00
MPXV/Germany/2022/ON/RKI512	2022-10-01	Germany	2022-10-20	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP689665		
Slovenia-MPXV-17-2022	2022-07-01	Slovenia	2022-10-11	Older	B.1	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605559	1.00	1.00
MpxV/human/USA/WA-UW-098721/2022	2022-09-01	USA	2022-10-31	Older	B.1	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP743987	1.00	1.00
MPX_96X1Vd_9000218	2022-03-30	United Kingdom	2022-09-12	Older	B.1	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415196		
MpxV/human/CAN/UN-NML-3080/2022	2022-05-26	Canada	2022-06-30	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880524		
MPX/Human/USA/CA-LACPHL-MA00104/2022	2022-08-11	USA	2022-09-27	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP539889	1.00	1.00
Monkeypox/PT0398/2022	2022-07-15	Portugal	2022-09-30	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555494	1.00	1.00
MPXV_USA_2022_GA0019	2022-09-01	USA	2022-12-15	Older	B.1	North America	Homo sapiens	IIb	Gigante,C., Pavlick,J., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Parrott,T., Li,Y.	OQ054218	1.00	1.00
MPXV/Germany/2022/RKI382	2022-09-01	Germany	2022-09-26	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP523984		
MPXV/Human/USA/CA-LACPHL-MA00360/2022	2022-11-02	USA	2022-11-30	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.	OP920698		
MPXV_UK_2022_9000104	2022-06-12	United Kingdom	2022-08-11	Older	B.1	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205092	1.00	0.75
Monkeypox/PT0026/2022	2022-05-18	Portugal	2022-06-01	Older	B.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	ON649711		
MPXV/Germany/2022/RKI04	2022-05-01	Germany	2022-06-06	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	ON682265		
MpxV/human/CAN/UN-NML-4038/2022	2022-07-07	Canada	2022-08-22	Older	B.1	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J.	OP270028	0.80	1.00
hMpxV/UK/LMO-034a/2022	2022-07-14	United Kingdom	2022-09-08	Older	B.1	Europe	Homo sapiens	IIb	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	OP390199		
hMPXV/Austria/MUW1532243/2022	2022-07-06	Austria	2022-08-03	Older	B.1	Europe	Homo sapiens	IIb	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	OP133006	1.00	1.00
MPXV/Germany/2022/RKI546	2022-06-01	Germany	2022-10-25	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP715826		
hMPX/Human/USA/CA-LACPHL-MA00061/2022	2022-07-20	USA	2022-09-15	Older	B.1	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M.	OP440563	1.00	1.00
MPXV/Germany/2022/RKI161	2022-07-01	Germany	2022-07-11	Older	B.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON959174	1.00	1.00
MPX/2022/Canada/AB1	2022-05-31	Canada	2022-06-10	Older	B.1	North America	Homo sapiens	IIb	Croxen,M., Deo,A., Dieu,P., Dong,X., Gill,K., Granger,D., Ferrato,C., Ikkurti,V., Kanji,J., Koleva,P., Li,V., Lloyd,C., Lynch,T., Ma,R., Pabbaraju,K., Rotich,S., Sergeant,H., Shideler,S., Skitsko,T., Shokopoles,S., Tipples,G., Thayer,J., Wong,A.	ON736420		
